# 气象站 星沙街道, 中国, WMO_ID=57687，选择从 06.06.2022 至 02.06.2023, 所有日期
# 编码: UTF-8
# 数据由web站点“Reliable Prognosis”提供，rp5.ru
# 使用数据时，请自觉指出网站名称
# 气象参数代码见地址 http://rp5.ru/archive.php?wmo_id=57687&lang=cn
#
"当地时间 星沙街道";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"06.02.2023 23:00";"6.9";"754.4";"765.5";"1.4";"96";"从西北偏西方向吹来的风";"2";"";"5";"";"薄雾 ";"";"";"";"7.7";"";"";"2500或更高，或无云。";"";"";"0.9";"6.3";"2.0";"12";"";"";"";"";
"06.02.2023 20:00";"6.7";"753.0";"764.2";"1.1";"95";"从西北偏西方向吹来的风";"0";"";"5";"";"薄雾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"5.5";"7.7";"";"";"2500或更高，或无云。";"";"";"2.2";"6.0";"5.0";"12";"";"";"";"";
"06.02.2023 17:00";"7.0";"751.9";"763.0";"-0.4";"96";"从西北偏北方向吹来的风";"3";"";"5";"";"小雨（不冻） ";"小雨";"在整个相应周期内云遮住了一半或以下的天空";"5.5";"7.7";"";"";"2500或更高，或无云。";"";"";"1.5";"6.4";"5.0";"12";"";"";"";"";
"06.02.2023 14:00";"7.3";"752.3";"763.4";"-2.0";"94";"从西北偏北方向吹来的风";"1";"";"5";"";"间歇性雨，不冻，在观测时较弱 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"5.5";"7.7";"";"";"2500或更高，或无云。";"";"";"1.6";"6.4";"4.0";"12";"";"";"";"";
"06.02.2023 11:00";"7.0";"754.3";"765.5";"0.8";"95";"从西方吹来的风";"1";"";"4";"";"薄雾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"5.2";"7.0";"";"";"2500或更高，或无云。";"";"";"1.5";"6.3";"3.0";"12";"";"";"";"";
"06.02.2023 08:00";"5.9";"753.5";"764.7";"0.4";"96";"从西方吹来的风";"1";"";"4";"";"小雨（不冻） ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"";"6.2";"";"";"2500或更高，或无云。";"";"";"0.9";"5.3";"0.3";"12";"";"";"";"";
"06.02.2023 05:00";"5.6";"753.1";"764.2";"-0.6";"96";"从北方吹来的风";"0";"";"4";"";"小雨（不冻） ";"";"";"";"6.2";"";"";"2500或更高，或无云。";"";"";"0.9";"5.0";"0.4";"12";"";"";"";"";
"06.02.2023 02:00";"5.7";"753.7";"764.9";"-0.7";"98";"从西北方吹来的风";"2";"";"4";"";"有雾或冰雾，天空可见，在观测前一个小时内开始出现或变浓。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"";"6.2";"";"";"2500或更高，或无云。";"";"";"0.4";"5.4";"0.6";"12";"";"";"";"";
"05.02.2023 23:00";"5.7";"754.4";"765.6";"0.3";"97";"从西方吹来的风";"1";"";"5";"";"有雾或冰雾，天空可见，在观测前一个小时内开始出现或变浓。 ";"";"";"4.2";"6.2";"";"";"2500或更高，或无云。";"";"";"0.1";"5.3";"0.7";"12";"";"";"";"";
"05.02.2023 20:00";"5.8";"754.1";"765.3";"1.0";"96";"从北方吹来的风";"0";"";"8";"";"间歇性毛毛雨，不冻，在观测时为强度 ";"雨";"在整个相应周期内云遮住了一半或以下的天空";"4.0";"6.2";"";"";"2500或更高，或无云。";"";"";"0.5";"5.2";"6.0";"12";"";"";"";"";
"05.02.2023 17:00";"6.0";"753.1";"764.3";"-0.2";"94";"从西北偏北方向吹来的风";"2";"";"8";"";"薄雾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"3.9";"6.2";"";"";"2500或更高，或无云。";"";"";"1.5";"5.1";"7.0";"12";"";"";"";"";
"05.02.2023 14:00";"5.7";"753.3";"764.5";"-2.4";"95";"从西北偏北方向吹来的风";"1";"";"8";"";"间歇性雨，不冻，在观测时较弱 ";"小雨";"在整个相应周期内云遮住了一半或以下的天空";"3.6";"5.7";"";"";"2500或更高，或无云。";"";"";"1.3";"5.0";"7.0";"12";"";"";"";"";
"05.02.2023 11:00";"5.2";"755.7";"766.9";"0.8";"91";"从南方吹来的风";"0";"";"8";"";"小雨（不冻） ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"3.3";"5.3";"";"";"2500或更高，或无云。";"";"";"2.3";"3.9";"7.0";"12";"";"";"";"";
"05.02.2023 08:00";"4.4";"754.9";"766.1";"-0.2";"93";"从东南偏南方向吹来的风";"2";"";"";"";"间歇性雨，不冻，在观测时中度 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"";"4.6";"";"";"2500或更高，或无云。";"";"";"1.6";"3.4";"2.0";"12";"";"";"";"";
"05.02.2023 05:00";"4.3";"755.1";"766.3";"-1.0";"94";"从西北方吹来的风";"1";"";"6";"";"薄雾 ";"";"";"";"4.5";"";"";"2500或更高，或无云。";"";"";"2.2";"3.4";"无降水";"12";"";"";"";"";
"05.02.2023 02:00";"4.4";"756.1";"767.4";"-1.0";"91";"从西北方吹来的风";"1";"";"6";"";"薄雾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"";"4.5";"";"";"2500或更高，或无云。";"";"";"3.3";"3.1";"1.0";"12";"";"";"";"";
"04.02.2023 23:00";"4.2";"757.1";"768.4";"0.4";"93";"从西北方吹来的风";"2";"";"8";"";"薄雾 ";"";"";"2.1";"4.2";"";"";"2500或更高，或无云。";"";"";"3.1";"3.2";"3.0";"12";"";"";"";"";
"04.02.2023 20:00";"4.1";"756.7";"768.1";"1.0";"95";"从西北方吹来的风";"3";"";"8";"";"小雨（不冻） ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"2.1";"4.1";"";"";"2500或更高，或无云。";"";"";"1.6";"3.4";"3.0";"12";"";"";"";"";
"04.02.2023 17:00";"3.9";"755.7";"767.0";"-0.6";"95";"从西北方吹来的风";"3";"";"8";"";"间歇性雨，不冻，在观测时较弱 ";"小雨";"在整个相应周期内云遮住了一半或以下的天空";"1.8";"4.0";"";"";"2500或更高，或无云。";"";"";"1.6";"3.2";"4.0";"12";"";"";"";"";
"04.02.2023 14:00";"3.6";"756.3";"767.6";"-1.9";"95";"从西北偏西方向吹来的风";"2";"";"8";"";"间歇性雨，不冻，在观测时较弱 ";"小雨";"在整个相应周期内云遮住了一半或以下的天空";"1.8";"3.7";"";"";"2500或更高，或无云。";"";"";"1.8";"2.9";"3.0";"12";"";"";"";"";
"04.02.2023 11:00";"3.3";"758.2";"769.5";"0.4";"94";"从西北方吹来的风";"4";"";"7";"";"薄雾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"1.8";"3.3";"";"";"2500或更高，或无云。";"";"";"2.7";"2.4";"2.0";"12";"";"";"";"";
"04.02.2023 08:00";"2.4";"757.8";"769.2";"0.9";"95";"从西北方吹来的风";"4";"";"6";"";"小雨（不冻） ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"1.8";"";"";"";"2500或更高，或无云。";"";"";"2.1";"1.7";"2.0";"12";"";"";"";"";
"04.02.2023 05:00";"2.4";"756.9";"768.3";"-0.3";"97";"从西北方吹来的风";"3";"";"6";"";"间歇性雨，不冻，在观测时较弱 ";"";"";"1.8";"";"";"";"2500或更高，或无云。";"";"";"1.5";"2.0";"2.0";"12";"";"";"";"";
"04.02.2023 02:00";"2.4";"757.2";"768.6";"-0.1";"97";"从西北偏西方向吹来的风";"1";"";"6";"";"间歇性雨，不冻，在观测时较弱 ";"小雨";"雾或冰雾或强阴霾";"1.8";"";"";"";"2500或更高，或无云。";"";"";"1.7";"2.0";"2.0";"12";"";"";"";"";
"03.02.2023 23:00";"2.2";"757.3";"768.7";"0.3";"97";"从西北方吹来的风";"3";"";"6";"";"薄雾 ";"";"";"1.8";"3.4";"";"";"2500或更高，或无云。";"";"";"1.1";"1.8";"3.0";"12";"";"";"";"";
"03.02.2023 20:00";"2.2";"757.0";"768.4";"0.4";"96";"无风";"0";"";"";"";"毛毛雨（不冻）或者小雪粒 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"1.5";"3.4";"";"";"2500或更高，或无云。";"";"";"1.6";"1.6";"3.0";"12";"";"";"";"";
"03.02.2023 17:00";"1.9";"756.6";"767.9";"-0.8";"95";"无风";"0";"";"";"";"小雨（不冻） ";"小雨";"在整个相应周期内云遮住了一半或以下的天空";"1.5";"3.4";"";"";"2500或更高，或无云。";"";"";"2.8";"1.2";"2.0";"12";"";"";"";"";
"03.02.2023 14:00";"2.2";"757.4";"768.8";"-2.2";"90";"从西北方吹来的风";"1";"";"7";"";"间歇性雨，不冻，在观测时较弱 ";"小雨";"在整个相应周期内云遮住了一半或以下的天空";"1.5";"4.4";"";"";"2500或更高，或无云。";"";"";"5.0";"0.7";"0.7";"12";"";"";"";"";
"03.02.2023 11:00";"3.2";"759.6";"771.0";"0.5";"73";"从西北偏北方向吹来的风";"2";"";"7";"";"小雨（不冻） ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"1.5";"";"";"";"2500或更高，或无云。";"";"";"14.0";"-1.2";"0.1";"12";"";"";"";"";
"03.02.2023 08:00";"2.5";"759.1";"770.5";"0.6";"81";"从西北方吹来的风";"3";"";"9";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"1.5";"";"";"";"2500或更高，或无云。";"";"";"11.0";"-0.4";"0.2";"12";"";"";"";"";
"03.02.2023 05:00";"2.6";"758.5";"769.9";"-0.6";"76";"从西北方吹来的风";"3";"";"11";"";"云量发展情况没有进行观测或无法观测。 ";"";"";"1.5";"";"";"";"2500或更高，或无云。";"";"";"15.0";"-1.2";"0.6";"12";"";"";"";"";
"03.02.2023 02:00";"2.7";"759.1";"770.5";"-1.0";"82";"无风";"0";"";"";"";"小雨（不冻） ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"1.5";"";"";"";"2500或更高，或无云。";"";"";"11.0";"-0.1";"0.6";"12";"";"";"";"";
"02.02.2023 23:00";"2.6";"760.1";"771.4";"0.1";"79";"从西北方吹来的风";"1";"";"12";"";"云量发展情况没有进行观测或无法观测。 ";"";"";"1.5";"10.8";"";"";"2500或更高，或无云。";"";"";"11.0";"-0.8";"0.6";"12";"";"";"";"";
"02.02.2023 20:00";"1.6";"760.0";"771.3";"1.4";"92";"从西北偏北方向吹来的风";"5";"";"13";"";"薄雾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"1.5";"11.6";"";"";"2500或更高，或无云。";"";"";"5.0";"0.4";"";"";"";"";"";"";
"02.02.2023 17:00";"2.4";"758.6";"769.9";"0.4";"83";"从西北方吹来的风";"5";"";"13";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"2.4";"12.1";"";"";"2500或更高，或无云。";"";"";"11.0";"-0.2";"无降水";"12";"";"";"";"";
"02.02.2023 14:00";"4.4";"758.2";"769.3";"-1.3";"63";"从西北方吹来的风";"6";"";"";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"4.4";"12.7";"";"";"2500或更高，或无云。";"";"";"16.0";"-2.2";"无降水";"12";"";"";"";"";
"02.02.2023 11:00";"6.2";"759.5";"770.7";"1.6";"47";"从西北方吹来的风";"6";"";"";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"6.2";"12.7";"";"";"2500或更高，或无云。";"";"";"15.0";"-4.3";"无降水";"12";"";"";"";"";
"02.02.2023 08:00";"7.0";"757.9";"769.0";"1.6";"42";"从西北偏北方向吹来的风";"5";"";"15";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"7.0";"12.7";"";"";"2500或更高，或无云。";"";"";"12.0";"-5.0";"无降水";"12";"";"";"";"";
"02.02.2023 05:00";"8.3";"756.3";"767.3";"0.1";"44";"从西北方吹来的风";"7";"";"";"";"云量发展情况没有进行观测或无法观测。 ";"";"";"8.3";"13.6";"";"";"2500或更高，或无云。";"";"";"10.0";"-3.2";"无降水";"12";"";"";"";"";
"02.02.2023 02:00";"9.7";"756.2";"767.2";"0.6";"49";"从西北方吹来的风";"6";"";"12";"";"霾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"9.7";"14.2";"";"";"2500或更高，或无云。";"";"";"7.0";"-0.5";"无降水";"12";"";"";"";"";
"01.02.2023 23:00";"10.8";"755.6";"766.6";"1.6";"53";"从西北方吹来的风";"5";"";"12";"";"霾 ";"";"";"10.7";"14.6";"";"";"2500或更高，或无云。";"";"";"6.0";"1.6";"无降水";"12";"";"";"";"";
"01.02.2023 20:00";"11.5";"754.0";"765.0";"1.3";"54";"从西北方吹来的风";"3";"";"9";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"10.7";"";"";"";"2500或更高，或无云。";"";"";"8.0";"2.3";"无降水";"12";"";"";"";"";
"01.02.2023 17:00";"12.1";"752.7";"763.6";"0.6";"53";"从西北方吹来的风";"4";"";"9";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"10.7";"";"";"";"2500或更高，或无云。";"";"";"8.0";"2.8";"无降水";"12";"";"";"";"";
"01.02.2023 14:00";"12.3";"752.1";"763.0";"-1.3";"54";"从西北偏北方向吹来的风";"5";"";"9";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"10.7";"";"";"";"2500或更高，或无云。";"";"";"8.0";"3.3";"无降水";"12";"";"";"";"";
"01.02.2023 11:00";"11.6";"753.4";"764.2";"1.3";"58";"从西北偏北方向吹来的风";"4";"";"8";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"10.7";"";"";"";"2500或更高，或无云。";"";"";"8.0";"3.6";"无降水";"12";"";"";"";"";
"01.02.2023 08:00";"11.7";"752.1";"763.0";"2.3";"56";"从西北方吹来的风";"6";"";"8";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"7.3";"";"";"";"2500或更高，或无云。";"";"";"15.0";"3.2";"无降水";"12";"";"";"";"";
"01.02.2023 05:00";"13.6";"749.8";"760.4";"0.0";"55";"从东方吹来的风";"1";"";"8";"";"云量发展情况没有进行观测或无法观测。 ";"";"";"6.2";"21.9";"";"";"2500或更高，或无云。";"";"";"22.0";"4.7";"无降水";"12";"";"";"";"";
"01.02.2023 02:00";"14.2";"749.8";"760.4";"0.6";"51";"从东方吹来的风";"2";"";"10";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"6.2";"21.9";"";"";"2500或更高，或无云。";"";"";"21.0";"4.2";"无降水";"12";"";"";"";"";
"31.01.2023 23:00";"13.4";"749.2";"760.0";"1.0";"51";"从东南方吹来的风";"1";"";"10";"";"云量发展情况没有进行观测或无法观测。 ";"";"";"6.2";"21.9";"";"";"2500或更高，或无云。";"";"";"24.0";"3.5";"无降水";"12";"";"";"";"";
"31.01.2023 20:00";"15.2";"748.2";"759.1";"0.4";"44";"从西方吹来的风";"1";"";"10";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"6.2";"21.9";"";"";"2500或更高，或无云。";"";"";"26.0";"3.0";"无降水";"12";"";"";"";"";
"31.01.2023 17:00";"20.9";"747.8";"758.6";"-1.4";"25";"从南方吹来的风";"4";"";"10";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"6.2";"21.9";"";"";"2500或更高，或无云。";"";"";"30.0";"0.2";"无降水";"12";"";"";"";"";
"31.01.2023 14:00";"20.8";"749.2";"760.0";"-3.5";"25";"从南方吹来的风";"4";"";"8";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"6.2";"21.0";"";"";"2500或更高，或无云。";"";"";"30.0";"0.1";"无降水";"12";"";"";"";"";
"31.01.2023 11:00";"15.6";"752.7";"763.6";"0.4";"32";"从东南方吹来的风";"3";"";"5";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"6.2";"18.6";"";"";"2500或更高，或无云。";"";"";"23.0";"-1.0";"无降水";"12";"";"";"";"";
"31.01.2023 08:00";"7.2";"752.3";"763.3";"0.7";"47";"从东南方吹来的风";"1";"";"5";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"3.1";"18.6";"";"";"2500或更高，或无云。";"";"";"17.0";"-3.4";"无降水";"12";"";"";"";"";
"31.01.2023 05:00";"6.9";"751.6";"762.4";"-0.9";"46";"从南方吹来的风";"1";"";"7";"";"云量发展情况没有进行观测或无法观测。 ";"";"";"1.6";"18.6";"";"";"2500或更高，或无云。";"";"";"18.0";"-3.9";"无降水";"12";"";"";"";"";
"31.01.2023 02:00";"8.2";"752.5";"763.4";"-0.7";"43";"从东南方吹来的风";"3";"";"8";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"0.8";"18.6";"";"";"2500或更高，或无云。";"";"";"20.0";"-3.9";"无降水";"12";"";"";"";"";
"30.01.2023 23:00";"9.8";"753.2";"764.2";"0.1";"36";"从东南方吹来的风";"2";"";"8";"";"云量发展情况没有进行观测或无法观测。 ";"";"";"0.8";"18.6";"";"";"2500或更高，或无云。";"";"";"18.0";"-4.6";"无降水";"12";"";"";"";"";
"30.01.2023 20:00";"12.1";"753.1";"764.2";"-0.4";"30";"从东南方吹来的风";"3";"";"8";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"0.8";"18.6";"";"";"2500或更高，或无云。";"";"";"20.0";"-4.9";"无降水";"12";"";"";"";"";
"30.01.2023 17:00";"17.2";"753.5";"764.5";"-1.8";"22";"从东南方吹来的风";"4";"";"8";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"0.8";"18.6";"";"";"2500或更高，或无云。";"";"";"24.0";"-4.7";"无降水";"12";"";"";"";"";
"30.01.2023 14:00";"17.5";"755.3";"766.3";"-3.5";"20";"从东南方吹来的风";"3";"";"8";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"0.8";"17.5";"";"";"2500或更高，或无云。";"";"";"21.0";"-5.7";"无降水";"12";"";"";"";"";
"30.01.2023 11:00";"11.4";"758.8";"770.0";"0.1";"36";"从东南方吹来的风";"3";"";"6";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"0.8";"15.1";"";"";"2500或更高，或无云。";"";"";"14.0";"-3.1";"无降水";"12";"";"";"";"";
"30.01.2023 08:00";"3.1";"758.7";"769.9";"0.3";"60";"从东南方吹来的风";"1";"";"5";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"-0.6";"15.1";"";"";"2500或更高，或无云。";"";"";"9.0";"-4.1";"无降水";"12";"";"";"";"";
"30.01.2023 05:00";"2.3";"758.4";"769.6";"-0.4";"63";"从东南方吹来的风";"3";"";"5";"";"云量发展情况没有进行观测或无法观测。 ";"";"";"-2.1";"15.1";"";"";"2500或更高，或无云。";"";"";"10.0";"-4.0";"无降水";"12";"";"";"";"";
"30.01.2023 02:00";"2.1";"758.8";"770.0";"-0.6";"66";"无风";"0";"";"";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"-2.1";"15.1";"";"";"2500或更高，或无云。";"";"";"10.0";"-3.6";"无降水";"12";"";"";"";"";
"29.01.2023 23:00";"3.5";"759.4";"770.7";"0.6";"62";"从西方吹来的风";"2";"";"5";"";"云量发展情况没有进行观测或无法观测。 ";"";"";"-2.1";"15.1";"";"";"2500或更高，或无云。";"";"";"10.0";"-3.1";"无降水";"12";"";"";"";"";
"29.01.2023 20:00";"8.4";"758.8";"770.2";"0.6";"37";"从西北方吹来的风";"1";"";"5";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"-2.1";"15.1";"";"";"2500或更高，或无云。";"";"";"13.0";"-5.4";"无降水";"12";"";"";"";"";
"29.01.2023 17:00";"14.1";"758.2";"769.4";"-0.7";"23";"从东南偏东方向吹来的风";"2";"";"5";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"-2.1";"15.1";"";"";"2500或更高，或无云。";"";"";"18.0";"-6.7";"无降水";"12";"";"";"";"";
"29.01.2023 14:00";"13.4";"758.9";"770.1";"-2.6";"23";"从东方吹来的风";"2";"";"";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"-2.1";"13.8";"";"";"2500或更高，或无云。";"";"";"18.0";"-7.3";"无降水";"12";"";"";"";"";
"29.01.2023 11:00";"9.1";"761.5";"772.7";"0.6";"34";"从东南偏东方向吹来的风";"2";"";"3";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"-2.1";"11.0";"";"";"2500或更高，或无云。";"";"";"19.0";"-5.9";"无降水";"12";"";"";"";"";
"29.01.2023 08:00";"-0.7";"760.9";"772.3";"0.6";"69";"无风";"0";"";"";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"-2.1";"11.0";"";"";"2500或更高，或无云。";"";"";"8.0";"-5.7";"无降水";"12";"";"";"";"";
"29.01.2023 05:00";"-0.6";"760.3";"771.7";"-0.4";"65";"无风";"0";"";"";"";"云量发展情况没有进行观测或无法观测。 ";"";"";"-1.5";"11.0";"";"";"2500或更高，或无云。";"";"";"13.0";"-6.4";"无降水";"12";"";"";"";"";
"29.01.2023 02:00";"1.6";"760.7";"772.0";"-0.5";"54";"无风";"0";"";"";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"-1.5";"11.0";"";"";"2500或更高，或无云。";"";"";"14.0";"-6.9";"无降水";"12";"";"";"";"";
"28.01.2023 23:00";"2.9";"761.2";"772.6";"0.8";"49";"从西北偏西方向吹来的风";"1";"";"6";"";"云量发展情况没有进行观测或无法观测。 ";"";"";"-1.5";"11.0";"";"";"2500或更高，或无云。";"";"";"11.0";"-6.8";"无降水";"12";"";"";"";"";
"28.01.2023 20:00";"4.8";"760.4";"771.8";"0.5";"43";"从西方吹来的风";"2";"";"6";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"-1.5";"11.0";"";"";"2500或更高，或无云。";"";"";"13.0";"-6.7";"无降水";"12";"";"";"";"";
"28.01.2023 17:00";"9.9";"759.9";"771.2";"-1.1";"21";"从东北偏北方向吹来的风";"3";"";"6";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"-1.5";"11.0";"";"";"2500或更高，或无云。";"";"";"18.0";"-11.4";"无降水";"12";"";"";"";"";
"28.01.2023 14:00";"10.6";"761.0";"772.3";"-3.1";"18";"从东南方吹来的风";"2";"";"6";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"-1.5";"10.7";"";"";"2500或更高，或无云。";"";"";"21.0";"-12.7";"无降水";"12";"";"";"";"";
"28.01.2023 11:00";"7.3";"764.1";"775.4";"0.3";"32";"从北方吹来的风";"1";"";"6";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"-1.5";"9.7";"";"";"2500或更高，或无云。";"";"";"14.0";"-8.3";"无降水";"12";"";"";"";"";
"28.01.2023 08:00";"-1.0";"763.8";"775.3";"0.8";"60";"从西南偏西方向吹来的风";"1";"";"7";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"-1.5";"9.7";"";"";"2500或更高，或无云。";"";"";"12.0";"-7.8";"无降水";"12";"";"";"";"";
"28.01.2023 05:00";"0.2";"763.0";"774.4";"-0.7";"54";"从西方吹来的风";"2";"";"7";"";"云量发展情况没有进行观测或无法观测。 ";"";"";"0.2";"9.7";"";"";"2500或更高，或无云。";"";"";"14.0";"-8.2";"无降水";"12";"";"";"";"";
"28.01.2023 02:00";"1.8";"763.7";"775.0";"-0.4";"49";"从西方吹来的风";"2";"";"12";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"1.4";"9.7";"";"";"2500或更高，或无云。";"";"";"14.0";"-8.0";"无降水";"12";"";"";"";"";
"27.01.2023 23:00";"3.0";"764.1";"775.4";"0.5";"45";"从西北偏北方向吹来的风";"3";"";"12";"";"云量发展情况没有进行观测或无法观测。 ";"";"";"2.0";"9.7";"";"";"2500或更高，或无云。";"";"";"12.0";"-7.8";"无降水";"12";"";"";"";"";
"27.01.2023 20:00";"5.3";"763.6";"775.0";"0.5";"33";"从西北偏北方向吹来的风";"4";"";"12";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"2.0";"9.7";"";"";"2500或更高，或无云。";"";"";"13.0";"-9.7";"无降水";"12";"";"";"";"";
